Id,Name,FullText,FileName,ContentId,UserId,CreatedDate,Grade,IsClosed,ModifiedDate
191,Solution - User 19 - Content 68,Solution - User 19 - Content 68,file_0191,68,19,2025-09-25 00:00:00+00,86,true,2025-09-25 00:00:00+00
192,Solution - User 20 - Content 68,Solution - User 20 - Content 68,file_0192,68,20,2025-10-02 00:00:00+00,0,true,2025-10-02 00:00:00+00
193,Solution - User 21 - Content 68,Solution - User 21 - Content 68,file_0193,68,21,2025-09-28 00:00:00+00,89,true,2025-09-28 00:00:00+00
194,Solution - User 22 - Content 68,Solution - User 22 - Content 68,file_0194,68,22,2025-09-23 00:00:00+00,73,true,2025-09-23 00:00:00+00
195,Solution - User 23 - Content 68,Solution - User 23 - Content 68,file_0195,68,23,2025-09-26 00:00:00+00,81,true,2025-09-26 00:00:00+00
196,Solution - User 24 - Content 68,Solution - User 24 - Content 68,file_0196,68,24,2025-09-22 00:00:00+00,88,true,2025-09-22 00:00:00+00
197,Solution - User 25 - Content 68,Solution - User 25 - Content 68,file_0197,68,25,2025-09-23 00:00:00+00,77,true,2025-09-23 00:00:00+00
198,Solution - User 26 - Content 68,Solution - User 26 - Content 68,file_0198,68,26,2025-09-24 00:00:00+00,89,true,2025-09-24 00:00:00+00
199,Solution - User 27 - Content 68,Solution - User 27 - Content 68,file_0199,68,27,2025-09-25 00:00:00+00,37,true,2025-09-25 00:00:00+00
200,Solution - User 28 - Content 68,Solution - User 28 - Content 68,file_0200,68,28,2025-09-25 00:00:00+00,85,true,2025-09-25 00:00:00+00
201,Solution - User 29 - Content 68,Solution - User 29 - Content 68,file_0201,68,29,2025-09-28 00:00:00+00,80,true,2025-09-28 00:00:00+00
202,Solution - User 30 - Content 68,Solution - User 30 - Content 68,file_0202,68,30,2025-09-27 00:00:00+00,61,true,2025-09-27 00:00:00+00
203,Solution - User 31 - Content 68,Solution - User 31 - Content 68,file_0203,68,31,2025-09-24 00:00:00+00,87,true,2025-09-24 00:00:00+00
204,Solution - User 32 - Content 68,Solution - User 32 - Content 68,file_0204,68,32,2025-09-22 00:00:00+00,61,true,2025-09-22 00:00:00+00
205,Solution - User 33 - Content 68,Solution - User 33 - Content 68,file_0205,68,33,2025-09-23 00:00:00+00,65,true,2025-09-23 00:00:00+00
206,Solution - User 34 - Content 68,Solution - User 34 - Content 68,file_0206,68,34,2025-09-23 00:00:00+00,64,true,2025-09-23 00:00:00+00
207,Solution - User 35 - Content 68,Solution - User 35 - Content 68,file_0207,68,35,2025-09-22 00:00:00+00,66,true,2025-09-22 00:00:00+00
208,Solution - User 36 - Content 68,Solution - User 36 - Content 68,file_0208,68,36,2025-09-24 00:00:00+00,95,true,2025-09-24 00:00:00+00
209,Solution - User 37 - Content 68,Solution - User 37 - Content 68,file_0209,68,37,2025-09-26 00:00:00+00,97,true,2025-09-26 00:00:00+00
210,Solution - User 38 - Content 68,Solution - User 38 - Content 68,file_0210,68,38,2025-09-23 00:00:00+00,93,true,2025-09-23 00:00:00+00
211,Solution - User 9 - Content 69,Solution - User 9 - Content 69,file_0211,69,9,2025-10-06 00:00:00+00,0,true,2025-10-06 00:00:00+00
212,Solution - User 10 - Content 69,Solution - User 10 - Content 69,file_0212,69,10,2025-09-29 00:00:00+00,5,true,2025-09-29 00:00:00+00
213,Solution - User 11 - Content 69,Solution - User 11 - Content 69,file_0213,69,11,2025-09-28 00:00:00+00,26,true,2025-09-28 00:00:00+00
214,Solution - User 12 - Content 69,Solution - User 12 - Content 69,file_0214,69,12,2025-09-29 00:00:00+00,65,true,2025-09-29 00:00:00+00
215,Solution - User 13 - Content 69,Solution - User 13 - Content 69,file_0215,69,13,2025-09-25 00:00:00+00,88,true,2025-09-25 00:00:00+00
216,Solution - User 14 - Content 69,Solution - User 14 - Content 69,file_0216,69,14,2025-09-28 00:00:00+00,64,true,2025-09-28 00:00:00+00
217,Solution - User 15 - Content 69,Solution - User 15 - Content 69,file_0217,69,15,2025-09-26 00:00:00+00,88,true,2025-09-26 00:00:00+00
218,Solution - User 16 - Content 69,Solution - User 16 - Content 69,file_0218,69,16,2025-09-29 00:00:00+00,64,true,2025-09-29 00:00:00+00
219,Solution - User 17 - Content 69,Solution - User 17 - Content 69,file_0219,69,17,2025-09-30 00:00:00+00,75,true,2025-09-30 00:00:00+00
220,Solution - User 18 - Content 69,Solution - User 18 - Content 69,file_0220,69,18,2025-09-26 00:00:00+00,68,true,2025-09-26 00:00:00+00
221,Solution - User 19 - Content 69,Solution - User 19 - Content 69,file_0221,69,19,2025-09-30 00:00:00+00,84,true,2025-09-30 00:00:00+00
222,Solution - User 20 - Content 69,Solution - User 20 - Content 69,file_0222,69,20,2025-09-28 00:00:00+00,72,true,2025-09-28 00:00:00+00
223,Solution - User 21 - Content 69,Solution - User 21 - Content 69,file_0223,69,21,2025-09-26 00:00:00+00,79,true,2025-09-26 00:00:00+00
224,Solution - User 22 - Content 69,Solution - User 22 - Content 69,file_0224,69,22,2025-09-27 00:00:00+00,61,true,2025-09-27 00:00:00+00
225,Solution - User 23 - Content 69,Solution - User 23 - Content 69,file_0225,69,23,2025-09-29 00:00:00+00,63,true,2025-09-29 00:00:00+00
226,Solution - User 24 - Content 69,Solution - User 24 - Content 69,file_0226,69,24,2025-09-24 00:00:00+00,71,true,2025-09-24 00:00:00+00
227,Solution - User 25 - Content 69,Solution - User 25 - Content 69,file_0227,69,25,2025-09-25 00:00:00+00,83,true,2025-09-25 00:00:00+00
228,Solution - User 26 - Content 69,Solution - User 26 - Content 69,file_0228,69,26,2025-09-28 00:00:00+00,49,true,2025-09-28 00:00:00+00
229,Solution - User 27 - Content 69,Solution - User 27 - Content 69,file_0229,69,27,2025-09-24 00:00:00+00,96,true,2025-09-24 00:00:00+00
230,Solution - User 28 - Content 69,Solution - User 28 - Content 69,file_0230,69,28,2025-09-25 00:00:00+00,90,true,2025-09-25 00:00:00+00
231,Solution - User 29 - Content 69,Solution - User 29 - Content 69,file_0231,69,29,2025-09-26 00:00:00+00,73,true,2025-09-26 00:00:00+00
232,Solution - User 30 - Content 69,Solution - User 30 - Content 69,file_0232,69,30,2025-09-29 00:00:00+00,81,true,2025-09-29 00:00:00+00
233,Solution - User 31 - Content 69,Solution - User 31 - Content 69,file_0233,69,31,2025-09-28 00:00:00+00,69,true,2025-09-28 00:00:00+00
234,Solution - User 32 - Content 69,Solution - User 32 - Content 69,file_0234,69,32,2025-09-29 00:00:00+00,78,true,2025-09-29 00:00:00+00
235,Solution - User 33 - Content 69,Solution - User 33 - Content 69,file_0235,69,33,2025-09-28 00:00:00+00,64,true,2025-09-28 00:00:00+00
236,Solution - User 34 - Content 69,Solution - User 34 - Content 69,file_0236,69,34,2025-09-27 00:00:00+00,65,true,2025-09-27 00:00:00+00
237,Solution - User 35 - Content 69,Solution - User 35 - Content 69,file_0237,69,35,2025-09-24 00:00:00+00,55,true,2025-09-24 00:00:00+00
238,Solution - User 36 - Content 69,Solution - User 36 - Content 69,file_0238,69,36,2025-09-27 00:00:00+00,93,true,2025-09-27 00:00:00+00
239,Solution - User 37 - Content 69,Solution - User 37 - Content 69,file_0239,69,37,2025-09-28 00:00:00+00,95,true,2025-09-28 00:00:00+00
240,Solution - User 38 - Content 69,Solution - User 38 - Content 69,file_0240,69,38,2025-09-28 00:00:00+00,97,true,2025-09-28 00:00:00+00
241,Solution - User 9 - Content 70,Solution - User 9 - Content 70,file_0241,70,9,2025-10-04 00:00:00+00,16,true,2025-10-04 00:00:00+00
242,Solution - User 10 - Content 70,Solution - User 10 - Content 70,file_0242,70,10,2025-10-02 00:00:00+00,15,true,2025-10-02 00:00:00+00
243,Solution - User 11 - Content 70,Solution - User 11 - Content 70,file_0243,70,11,2025-10-12 00:00:00+00,0,true,2025-10-12 00:00:00+00
244,Solution - User 12 - Content 70,Solution - User 12 - Content 70,file_0244,70,12,2025-10-04 00:00:00+00,54,true,2025-10-04 00:00:00+00
245,Solution - User 13 - Content 70,Solution - User 13 - Content 70,file_0245,70,13,2025-10-04 00:00:00+00,31,true,2025-10-04 00:00:00+00
246,Solution - User 14 - Content 70,Solution - User 14 - Content 70,file_0246,70,14,2025-09-29 00:00:00+00,53,true,2025-09-29 00:00:00+00
247,Solution - User 15 - Content 70,Solution - User 15 - Content 70,file_0247,70,15,2025-09-30 00:00:00+00,38,true,2025-09-30 00:00:00+00
248,Solution - User 16 - Content 70,Solution - User 16 - Content 70,file_0248,70,16,2025-09-29 00:00:00+00,28,true,2025-09-29 00:00:00+00
249,Solution - User 17 - Content 70,Solution - User 17 - Content 70,file_0249,70,17,2025-09-30 00:00:00+00,55,true,2025-09-30 00:00:00+00
250,Solution - User 18 - Content 70,Solution - User 18 - Content 70,file_0250,70,18,2025-10-03 00:00:00+00,26,true,2025-10-03 00:00:00+00
251,Solution - User 19 - Content 70,Solution - User 19 - Content 70,file_0251,70,19,2025-10-02 00:00:00+00,38,true,2025-10-02 00:00:00+00
252,Solution - User 20 - Content 70,Solution - User 20 - Content 70,file_0252,70,20,2025-10-02 00:00:00+00,36,true,2025-10-02 00:00:00+00
253,Solution - User 21 - Content 70,Solution - User 21 - Content 70,file_0253,70,21,2025-10-02 00:00:00+00,27,true,2025-10-02 00:00:00+00
254,Solution - User 22 - Content 70,Solution - User 22 - Content 70,file_0254,70,22,2025-10-05 00:00:00+00,23,true,2025-10-05 00:00:00+00
255,Solution - User 23 - Content 70,Solution - User 23 - Content 70,file_0255,70,23,2025-10-08 00:00:00+00,0,true,2025-10-08 00:00:00+00
256,Solution - User 24 - Content 70,Solution - User 24 - Content 70,file_0256,70,24,2025-10-05 00:00:00+00,91,true,2025-10-05 00:00:00+00
257,Solution - User 25 - Content 70,Solution - User 25 - Content 70,file_0257,70,25,2025-10-02 00:00:00+00,34,true,2025-10-02 00:00:00+00
258,Solution - User 26 - Content 70,Solution - User 26 - Content 70,file_0258,70,26,2025-10-03 00:00:00+00,48,true,2025-10-03 00:00:00+00
259,Solution - User 27 - Content 70,Solution - User 27 - Content 70,file_0259,70,27,2025-09-29 00:00:00+00,39,true,2025-09-29 00:00:00+00
260,Solution - User 28 - Content 70,Solution - User 28 - Content 70,file_0260,70,28,2025-09-30 00:00:00+00,26,true,2025-09-30 00:00:00+00
261,Solution - User 29 - Content 70,Solution - User 29 - Content 70,file_0261,70,29,2025-09-29 00:00:00+00,33,true,2025-09-29 00:00:00+00
262,Solution - User 30 - Content 70,Solution - User 30 - Content 70,file_0262,70,30,2025-10-02 00:00:00+00,24,true,2025-10-02 00:00:00+00
263,Solution - User 31 - Content 70,Solution - User 31 - Content 70,file_0263,70,31,2025-10-02 00:00:00+00,48,true,2025-10-02 00:00:00+00
264,Solution - User 32 - Content 70,Solution - User 32 - Content 70,file_0264,70,32,2025-10-02 00:00:00+00,38,true,2025-10-02 00:00:00+00
265,Solution - User 33 - Content 70,Solution - User 33 - Content 70,file_0265,70,33,2025-10-01 00:00:00+00,24,true,2025-10-01 00:00:00+00
266,Solution - User 34 - Content 70,Solution - User 34 - Content 70,file_0266,70,34,2025-09-30 00:00:00+00,68,true,2025-09-30 00:00:00+00
267,Solution - User 35 - Content 70,Solution - User 35 - Content 70,file_0267,70,35,2025-10-03 00:00:00+00,57,true,2025-10-03 00:00:00+00
268,Solution - User 36 - Content 70,Solution - User 36 - Content 70,file_0268,70,36,2025-10-01 00:00:00+00,95,true,2025-10-01 00:00:00+00
269,Solution - User 37 - Content 70,Solution - User 37 - Content 70,file_0269,70,37,2025-10-08 00:00:00+00,0,true,2025-10-08 00:00:00+00
270,Solution - User 38 - Content 70,Solution - User 38 - Content 70,file_0270,70,38,2025-10-05 00:00:00+00,96,true,2025-10-05 00:00:00+00
271,Solution - User 9 - Content 71,Solution - User 9 - Content 71,file_0271,71,9,2025-10-05 00:00:00+00,23,true,2025-10-05 00:00:00+00
272,Solution - User 10 - Content 71,Solution - User 10 - Content 71,file_0272,71,10,2025-10-04 00:00:00+00,8,true,2025-10-04 00:00:00+00
273,Solution - User 11 - Content 71,Solution - User 11 - Content 71,file_0273,71,11,2025-10-04 00:00:00+00,27,true,2025-10-04 00:00:00+00
274,Solution - User 12 - Content 71,Solution - User 12 - Content 71,file_0274,71,12,2025-10-01 00:00:00+00,66,true,2025-10-01 00:00:00+00
275,Solution - User 13 - Content 71,Solution - User 13 - Content 71,file_0275,71,13,2025-10-06 00:00:00+00,78,true,2025-10-06 00:00:00+00
276,Solution - User 14 - Content 71,Solution - User 14 - Content 71,file_0276,71,14,2025-10-06 00:00:00+00,75,true,2025-10-06 00:00:00+00
277,Solution - User 15 - Content 71,Solution - User 15 - Content 71,file_0277,71,15,2025-10-06 00:00:00+00,60,true,2025-10-06 00:00:00+00
278,Solution - User 16 - Content 71,Solution - User 16 - Content 71,file_0278,71,16,2025-10-02 00:00:00+00,84,true,2025-10-02 00:00:00+00
279,Solution - User 17 - Content 71,Solution - User 17 - Content 71,file_0279,71,17,2025-10-06 00:00:00+00,66,true,2025-10-06 00:00:00+00
280,Solution - User 18 - Content 71,Solution - User 18 - Content 71,file_0280,71,18,2025-10-04 00:00:00+00,70,true,2025-10-04 00:00:00+00
281,Solution - User 19 - Content 71,Solution - User 19 - Content 71,file_0281,71,19,2025-10-04 00:00:00+00,81,true,2025-10-04 00:00:00+00
282,Solution - User 20 - Content 71,Solution - User 20 - Content 71,file_0282,71,20,2025-10-03 00:00:00+00,89,true,2025-10-03 00:00:00+00
283,Solution - User 21 - Content 71,Solution - User 21 - Content 71,file_0283,71,21,2025-10-07 00:00:00+00,76,true,2025-10-07 00:00:00+00
284,Solution - User 22 - Content 71,Solution - User 22 - Content 71,file_0284,71,22,2025-10-06 00:00:00+00,83,true,2025-10-06 00:00:00+00
285,Solution - User 23 - Content 71,Solution - User 23 - Content 71,file_0285,71,23,2025-10-07 00:00:00+00,87,true,2025-10-07 00:00:00+00
286,Solution - User 24 - Content 71,Solution - User 24 - Content 71,file_0286,71,24,2025-10-03 00:00:00+00,78,true,2025-10-03 00:00:00+00
287,Solution - User 25 - Content 71,Solution - User 25 - Content 71,file_0287,71,25,2025-10-12 00:00:00+00,0,true,2025-10-12 00:00:00+00
288,Solution - User 26 - Content 71,Solution - User 26 - Content 71,file_0288,71,26,2025-10-01 00:00:00+00,91,true,2025-10-01 00:00:00+00
289,Solution - User 27 - Content 71,Solution - User 27 - Content 71,file_0289,71,27,2025-10-04 00:00:00+00,46,true,2025-10-04 00:00:00+00
290,Solution - User 28 - Content 71,Solution - User 28 - Content 71,file_0290,71,28,2025-10-13 00:00:00+00,0,true,2025-10-13 00:00:00+00
291,Solution - User 29 - Content 71,Solution - User 29 - Content 71,file_0291,71,29,2025-10-07 00:00:00+00,75,true,2025-10-07 00:00:00+00
292,Solution - User 30 - Content 71,Solution - User 30 - Content 71,file_0292,71,30,2025-10-11 00:00:00+00,0,true,2025-10-11 00:00:00+00
293,Solution - User 31 - Content 71,Solution - User 31 - Content 71,file_0293,71,31,2025-10-03 00:00:00+00,78,true,2025-10-03 00:00:00+00
294,Solution - User 32 - Content 71,Solution - User 32 - Content 71,file_0294,71,32,2025-10-06 00:00:00+00,53,true,2025-10-06 00:00:00+00
295,Solution - User 33 - Content 71,Solution - User 33 - Content 71,file_0295,71,33,2025-10-02 00:00:00+00,69,true,2025-10-02 00:00:00+00
296,Solution - User 34 - Content 71,Solution - User 34 - Content 71,file_0296,71,34,2025-10-12 00:00:00+00,0,true,2025-10-12 00:00:00+00
297,Solution - User 35 - Content 71,Solution - User 35 - Content 71,file_0297,71,35,2025-10-07 00:00:00+00,62,true,2025-10-07 00:00:00+00
298,Solution - User 36 - Content 71,Solution - User 36 - Content 71,file_0298,71,36,2025-10-01 00:00:00+00,93,true,2025-10-01 00:00:00+00
299,Solution - User 37 - Content 71,Solution - User 37 - Content 71,file_0299,71,37,2025-10-06 00:00:00+00,94,true,2025-10-06 00:00:00+00
300,Solution - User 38 - Content 71,Solution - User 38 - Content 71,file_0300,71,38,2025-10-03 00:00:00+00,96,true,2025-10-03 00:00:00+00
301,Solution - User 9 - Content 72,Solution - User 9 - Content 72,file_0301,72,9,2025-10-10 00:00:00+00,18,true,2025-10-10 00:00:00+00
302,Solution - User 10 - Content 72,Solution - User 10 - Content 72,file_0302,72,10,2025-10-08 00:00:00+00,12,true,2025-10-08 00:00:00+00
303,Solution - User 11 - Content 72,Solution - User 11 - Content 72,file_0303,72,11,2025-10-18 00:00:00+00,0,true,2025-10-18 00:00:00+00
304,Solution - User 12 - Content 72,Solution - User 12 - Content 72,file_0304,72,12,2025-10-08 00:00:00+00,57,true,2025-10-08 00:00:00+00
305,Solution - User 13 - Content 72,Solution - User 13 - Content 72,file_0305,72,13,2025-10-12 00:00:00+00,39,true,2025-10-12 00:00:00+00
306,Solution - User 14 - Content 72,Solution - User 14 - Content 72,file_0306,72,14,2025-10-08 00:00:00+00,59,true,2025-10-08 00:00:00+00
307,Solution - User 15 - Content 72,Solution - User 15 - Content 72,file_0307,72,15,2025-10-10 00:00:00+00,77,true,2025-10-10 00:00:00+00
308,Solution - User 16 - Content 72,Solution - User 16 - Content 72,file_0308,72,16,2025-10-10 00:00:00+00,90,true,2025-10-10 00:00:00+00
309,Solution - User 17 - Content 72,Solution - User 17 - Content 72,file_0309,72,17,2025-10-10 00:00:00+00,38,true,2025-10-10 00:00:00+00
310,Solution - User 18 - Content 72,Solution - User 18 - Content 72,file_0310,72,18,2025-10-12 00:00:00+00,79,true,2025-10-12 00:00:00+00
311,Solution - User 19 - Content 72,Solution - User 19 - Content 72,file_0311,72,19,2025-10-11 00:00:00+00,68,true,2025-10-11 00:00:00+00
312,Solution - User 20 - Content 72,Solution - User 20 - Content 72,file_0312,72,20,2025-10-09 00:00:00+00,79,true,2025-10-09 00:00:00+00
313,Solution - User 21 - Content 72,Solution - User 21 - Content 72,file_0313,72,21,2025-10-17 00:00:00+00,0,true,2025-10-17 00:00:00+00
314,Solution - User 22 - Content 72,Solution - User 22 - Content 72,file_0314,72,22,2025-10-11 00:00:00+00,73,true,2025-10-11 00:00:00+00
315,Solution - User 23 - Content 72,Solution - User 23 - Content 72,file_0315,72,23,2025-10-11 00:00:00+00,60,true,2025-10-11 00:00:00+00
316,Solution - User 24 - Content 72,Solution - User 24 - Content 72,file_0316,72,24,2025-10-18 00:00:00+00,0,true,2025-10-18 00:00:00+00
317,Solution - User 25 - Content 72,Solution - User 25 - Content 72,file_0317,72,25,2025-10-06 00:00:00+00,93,true,2025-10-06 00:00:00+00
318,Solution - User 26 - Content 72,Solution - User 26 - Content 72,file_0318,72,26,2025-10-06 00:00:00+00,52,true,2025-10-06 00:00:00+00
319,Solution - User 27 - Content 72,Solution - User 27 - Content 72,file_0319,72,27,2025-10-06 00:00:00+00,91,true,2025-10-06 00:00:00+00
320,Solution - User 28 - Content 72,Solution - User 28 - Content 72,file_0320,72,28,2025-10-12 00:00:00+00,98,true,2025-10-12 00:00:00+00
321,Solution - User 29 - Content 72,Solution - User 29 - Content 72,file_0321,72,29,2025-10-07 00:00:00+00,77,true,2025-10-07 00:00:00+00
322,Solution - User 30 - Content 72,Solution - User 30 - Content 72,file_0322,72,30,2025-10-10 00:00:00+00,94,true,2025-10-10 00:00:00+00
323,Solution - User 31 - Content 72,Solution - User 31 - Content 72,file_0323,72,31,2025-10-11 00:00:00+00,86,true,2025-10-11 00:00:00+00
324,Solution - User 32 - Content 72,Solution - User 32 - Content 72,file_0324,72,32,2025-10-10 00:00:00+00,70,true,2025-10-10 00:00:00+00
325,Solution - User 33 - Content 72,Solution - User 33 - Content 72,file_0325,72,33,2025-10-08 00:00:00+00,69,true,2025-10-08 00:00:00+00
326,Solution - User 34 - Content 72,Solution - User 34 - Content 72,file_0326,72,34,2025-10-10 00:00:00+00,57,true,2025-10-10 00:00:00+00
327,Solution - User 35 - Content 72,Solution - User 35 - Content 72,file_0327,72,35,2025-10-14 00:00:00+00,0,true,2025-10-14 00:00:00+00
328,Solution - User 36 - Content 72,Solution - User 36 - Content 72,file_0328,72,36,2025-10-08 00:00:00+00,95,true,2025-10-08 00:00:00+00
329,Solution - User 37 - Content 72,Solution - User 37 - Content 72,file_0329,72,37,2025-10-09 00:00:00+00,95,true,2025-10-09 00:00:00+00
330,Solution - User 38 - Content 72,Solution - User 38 - Content 72,file_0330,72,38,2025-10-11 00:00:00+00,93,true,2025-10-11 00:00:00+00
331,Solution - User 9 - Content 73,Solution - User 9 - Content 73,file_0331,73,9,2025-10-17 00:00:00+00,0,true,2025-10-17 00:00:00+00
332,Solution - User 10 - Content 73,Solution - User 10 - Content 73,file_0332,73,10,2025-10-16 00:00:00+00,0,true,2025-10-16 00:00:00+00
333,Solution - User 11 - Content 73,Solution - User 11 - Content 73,file_0333,73,11,2025-10-16 00:00:00+00,0,true,2025-10-16 00:00:00+00
334,Solution - User 12 - Content 73,Solution - User 12 - Content 73,file_0334,73,12,2025-10-12 00:00:00+00,75,true,2025-10-12 00:00:00+00
335,Solution - User 13 - Content 73,Solution - User 13 - Content 73,file_0335,73,13,2025-10-14 00:00:00+00,49,true,2025-10-14 00:00:00+00
336,Solution - User 14 - Content 73,Solution - User 14 - Content 73,file_0336,73,14,2025-10-11 00:00:00+00,81,true,2025-10-11 00:00:00+00
337,Solution - User 15 - Content 73,Solution - User 15 - Content 73,file_0337,73,15,2025-10-09 00:00:00+00,84,true,2025-10-09 00:00:00+00
338,Solution - User 16 - Content 73,Solution - User 16 - Content 73,file_0338,73,16,2025-10-13 00:00:00+00,65,true,2025-10-13 00:00:00+00
339,Solution - User 17 - Content 73,Solution - User 17 - Content 73,file_0339,73,17,2025-10-10 00:00:00+00,78,true,2025-10-10 00:00:00+00
340,Solution - User 18 - Content 73,Solution - User 18 - Content 73,file_0340,73,18,2025-10-10 00:00:00+00,67,true,2025-10-10 00:00:00+00
341,Solution - User 19 - Content 73,Solution - User 19 - Content 73,file_0341,73,19,2025-10-09 00:00:00+00,59,true,2025-10-09 00:00:00+00
342,Solution - User 20 - Content 73,Solution - User 20 - Content 73,file_0342,73,20,2025-10-10 00:00:00+00,100,true,2025-10-10 00:00:00+00
343,Solution - User 21 - Content 73,Solution - User 21 - Content 73,file_0343,73,21,2025-10-11 00:00:00+00,89,true,2025-10-11 00:00:00+00
344,Solution - User 22 - Content 73,Solution - User 22 - Content 73,file_0344,73,22,2025-10-11 00:00:00+00,74,true,2025-10-11 00:00:00+00
345,Solution - User 23 - Content 73,Solution - User 23 - Content 73,file_0345,73,23,2025-10-08 00:00:00+00,68,true,2025-10-08 00:00:00+00
346,Solution - User 24 - Content 73,Solution - User 24 - Content 73,file_0346,73,24,2025-10-13 00:00:00+00,79,true,2025-10-13 00:00:00+00
347,Solution - User 25 - Content 73,Solution - User 25 - Content 73,file_0347,73,25,2025-10-19 00:00:00+00,0,true,2025-10-19 00:00:00+00
348,Solution - User 26 - Content 73,Solution - User 26 - Content 73,file_0348,73,26,2025-10-16 00:00:00+00,0,true,2025-10-16 00:00:00+00
349,Solution - User 27 - Content 73,Solution - User 27 - Content 73,file_0349,73,27,2025-10-14 00:00:00+00,94,true,2025-10-14 00:00:00+00
350,Solution - User 28 - Content 73,Solution - User 28 - Content 73,file_0350,73,28,2025-10-14 00:00:00+00,53,true,2025-10-14 00:00:00+00
351,Solution - User 29 - Content 73,Solution - User 29 - Content 73,file_0351,73,29,2025-10-12 00:00:00+00,91,true,2025-10-12 00:00:00+00
352,Solution - User 30 - Content 73,Solution - User 30 - Content 73,file_0352,73,30,2025-10-10 00:00:00+00,80,true,2025-10-10 00:00:00+00
353,Solution - User 31 - Content 73,Solution - User 31 - Content 73,file_0353,73,31,2025-10-13 00:00:00+00,71,true,2025-10-13 00:00:00+00
354,Solution - User 32 - Content 73,Solution - User 32 - Content 73,file_0354,73,32,2025-10-08 00:00:00+00,66,true,2025-10-08 00:00:00+00
355,Solution - User 33 - Content 73,Solution - User 33 - Content 73,file_0355,73,33,2025-10-13 00:00:00+00,56,true,2025-10-13 00:00:00+00
356,Solution - User 34 - Content 73,Solution - User 34 - Content 73,file_0356,73,34,2025-10-18 00:00:00+00,0,true,2025-10-18 00:00:00+00
357,Solution - User 35 - Content 73,Solution - User 35 - Content 73,file_0357,73,35,2025-10-08 00:00:00+00,73,true,2025-10-08 00:00:00+00
358,Solution - User 36 - Content 73,Solution - User 36 - Content 73,file_0358,73,36,2025-10-11 00:00:00+00,96,true,2025-10-11 00:00:00+00
359,Solution - User 37 - Content 73,Solution - User 37 - Content 73,file_0359,73,37,2025-10-14 00:00:00+00,94,true,2025-10-14 00:00:00+00
360,Solution - User 38 - Content 73,Solution - User 38 - Content 73,file_0360,73,38,2025-10-10 00:00:00+00,100,true,2025-10-10 00:00:00+00
361,Solution - User 9 - Content 74,Solution - User 9 - Content 74,file_0361,74,9,2025-10-16 00:00:00+00,21,true,2025-10-16 00:00:00+00
362,Solution - User 10 - Content 74,Solution - User 10 - Content 74,file_0362,74,10,2025-10-27 00:00:00+00,0,true,2025-10-27 00:00:00+00
363,Solution - User 11 - Content 74,Solution - User 11 - Content 74,file_0363,74,11,2025-10-16 00:00:00+00,35,true,2025-10-16 00:00:00+00
364,Solution - User 12 - Content 74,Solution - User 12 - Content 74,file_0364,74,12,2025-10-13 00:00:00+00,50,true,2025-10-13 00:00:00+00
365,Solution - User 13 - Content 74,Solution - User 13 - Content 74,file_0365,74,13,2025-10-14 00:00:00+00,69,true,2025-10-14 00:00:00+00
366,Solution - User 14 - Content 74,Solution - User 14 - Content 74,file_0366,74,14,2025-10-19 00:00:00+00,88,true,2025-10-19 00:00:00+00
367,Solution - User 15 - Content 74,Solution - User 15 - Content 74,file_0367,74,15,2025-10-15 00:00:00+00,66,true,2025-10-15 00:00:00+00
368,Solution - User 16 - Content 74,Solution - User 16 - Content 74,file_0368,74,16,2025-10-16 00:00:00+00,53,true,2025-10-16 00:00:00+00
369,Solution - User 17 - Content 74,Solution - User 17 - Content 74,file_0369,74,17,2025-10-18 00:00:00+00,83,true,2025-10-18 00:00:00+00
370,Solution - User 18 - Content 74,Solution - User 18 - Content 74,file_0370,74,18,2025-10-15 00:00:00+00,72,true,2025-10-15 00:00:00+00
371,Solution - User 19 - Content 74,Solution - User 19 - Content 74,file_0371,74,19,2025-10-14 00:00:00+00,66,true,2025-10-14 00:00:00+00
372,Solution - User 20 - Content 74,Solution - User 20 - Content 74,file_0372,74,20,2025-10-15 00:00:00+00,64,true,2025-10-15 00:00:00+00
373,Solution - User 21 - Content 74,Solution - User 21 - Content 74,file_0373,74,21,2025-10-14 00:00:00+00,80,true,2025-10-14 00:00:00+00
374,Solution - User 22 - Content 74,Solution - User 22 - Content 74,file_0374,74,22,2025-10-18 00:00:00+00,69,true,2025-10-18 00:00:00+00
375,Solution - User 23 - Content 74,Solution - User 23 - Content 74,file_0375,74,23,2025-10-16 00:00:00+00,67,true,2025-10-16 00:00:00+00
376,Solution - User 24 - Content 74,Solution - User 24 - Content 74,file_0376,74,24,2025-10-24 00:00:00+00,0,true,2025-10-24 00:00:00+00
377,Solution - User 25 - Content 74,Solution - User 25 - Content 74,file_0377,74,25,2025-10-25 00:00:00+00,0,true,2025-10-25 00:00:00+00
378,Solution - User 26 - Content 74,Solution - User 26 - Content 74,file_0378,74,26,2025-10-15 00:00:00+00,79,true,2025-10-15 00:00:00+00
379,Solution - User 27 - Content 74,Solution - User 27 - Content 74,file_0379,74,27,2025-10-18 00:00:00+00,46,true,2025-10-18 00:00:00+00
380,Solution - User 28 - Content 74,Solution - User 28 - Content 74,file_0380,74,28,2025-10-18 00:00:00+00,92,true,2025-10-18 00:00:00+00
381,Solution - User 29 - Content 74,Solution - User 29 - Content 74,file_0381,74,29,2025-10-16 00:00:00+00,80,true,2025-10-16 00:00:00+00
